name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,city,latitude,longitude,has_online_delivery,is_delivering_now,has_table_booking
St. Elmo's Pizzaway,"Pizza, Italian",2.7,Average,9,R,150,2,Claremont,Cape Town,-33.9837180000,18.4805220000,0,0,0
Barcelos,"Fast Food, Portuguese",2.7,Average,6,R,140,2,Cape Town International Airport,Cape Town,-33.9692160000,18.5972280000,0,0,0
Pizza Delish,"Italian, Pizza",2.8,Average,11,R,130,2,Durbanville,Cape Town,-33.8300000000,18.6900000000,0,0,0
Metro Sandwiches & Juices,"Fast Food, Beverages",2.7,Average,8,R,160,2,Crawford,Cape Town,-33.9736694909,18.5018640384,0,0,0
Snoekies,"Fast Food, Seafood",2.7,Average,8,R,140,2,"Tokai Junction, Tokai",Cape Town,-34.0698333333,18.4581666667,0,0,0
Dros,"South African, Grill, Seafood, Burger, Pizza",1.8,Poor,76,R,350,4,"Canal Walk Mall, Century City",Cape Town,-33.8926666667,18.5105000000,0,0,0
Mugg & Bean,Cafe,1.9,Poor,74,R,350,4,Cape Town International Airport,Cape Town,-33.9701370000,18.5975150000,0,0,0
Casa Bella,"Italian, Grill, Pizza",2.1,Poor,35,R,350,4,"Grandwest Casino, Goodwood",Cape Town,-33.9183229561,18.5480503365,0,0,0
Surfside Restaurant,"South African, Burger, Grill, Sushi",2.0,Poor,31,R,320,4,Strand,Cape Town,-34.1188260000,18.8279350000,0,0,0
Cape Town Fish Market,"Seafood, Japanese, Sushi",2.1,Poor,57,R,350,4,"Tygervalley Shopping Centre, Bellvile",Cape Town,-33.8782724598,18.6585231498,0,0,0
Starlite Diner,"American, Pizza",2.1,Poor,56,R,280,3,Bellville,Cape Town,-33.8832746165,18.6322029680,0,0,0
Mugg & Bean,Cafe,2.1,Poor,38,R,350,4,"Bayside Mall, Table View",Cape Town,-33.8235000000,18.4891666667,0,0,0
Cafe Alfredo,Italian,2.0,Poor,26,R,200,3,V & A Waterfront,Cape Town,-33.9041666667,18.4210000000,0,0,0
Thorfynns - Monkey Valley Resort,"African, Mediterranean",2.1,Poor,23,R,300,4,Noordhoek,Cape Town,-34.0976530000,18.3616840000,0,0,0
Ocean Basket,"Seafood, Sushi",2.2,Poor,136,R,473,4,"Victoria Wharf, V & A Waterfront",Cape Town,-33.9035220000,18.4204590000,0,0,0
Sakura Restaurant,"Chinese, Sushi",2.2,Poor,61,R,200,3,Rondebosch,Cape Town,-33.9597440000,18.4700720000,0,0,0
Sakura Restaurant,"Chinese, Sushi",2.3,Poor,71,R,200,3,"Harfield Village, Claremont",Cape Town,-33.9904200000,18.4740790000,0,0,0
Eagle Eye Spur,"Grill, Steak, Burger",2.2,Poor,25,R,330,4,"St Peters Square, Observatory",Cape Town,-33.9423580000,18.4666380000,0,0,0
El Mariachi,Mexican,2.2,Poor,29,R,280,3,Sea Point,Cape Town,-33.9171430000,18.3885570000,0,0,0
Jimmy's Killer Prawns,"Seafood, Sushi",2.2,Poor,31,R,300,4,"Canal Walk Mall, Century City",Cape Town,-33.8936666667,18.5093333333,0,0,0
Mugg & Bean,Cafe,2.2,Poor,22,R,350,4,"Capegate Shopping Center, Brackenfell",Cape Town,-33.8520909030,18.6972860992,0,0,0
Mugg & Bean,Cafe,2.3,Poor,95,R,350,4,"Victoria Wharf, V & A Waterfront",Cape Town,-33.9038090000,18.4213220000,0,0,0
JIAH Restaurant,"Grill, Seafood, Burger, Cape Malay, Desserts, Mediterranean, Pizza, Steak",2.3,Poor,72,R,300,4,Gardens,Cape Town,-33.9268910000,18.4110700000,0,0,0
Bertha's Restaurant,"European, Seafood, Fast Food",2.3,Poor,74,R,300,4,Simon's Town,Cape Town,-34.1929060000,18.4321860000,0,0,0
Mugg & Bean,Cafe,2.3,Poor,107,R,350,4,"Canal Walk Mall, Century City",Cape Town,-33.8936666667,18.5106666667,0,0,0
Nando's,"African, Portuguese",2.3,Poor,32,R,180,2,Rondebosch,Cape Town,-33.9600000000,18.4703333333,0,0,0
MAReSOL,"Portuguese, Seafood",2.3,Poor,50,R,400,4,V & A Waterfront,Cape Town,-33.9057370000,18.4212370000,0,0,0
Cape Town Fish Market,"Seafood, Japanese, Sushi",2.4,Poor,47,R,350,4,"Seaside Village, Blouberg",Cape Town,-33.7885540000,18.4573850000,0,0,0
Silver Dollar Spur,"Grill, Steak, Burger",2.3,Poor,22,R,330,4,"Grandwest Casino, Goodwood",Cape Town,-33.9159911331,18.5474880785,0,0,0
Saul's Grill,"Grill, Steak",2.3,Poor,29,R,200,3,Sea Point,Cape Town,-33.9150000000,18.3905000000,0,0,0
Bellini Restaurant,"Burger, Contemporary, Italian, Pizza",2.3,Poor,23,R,442,4,CBD,Cape Town,-33.9226848323,18.4202997386,0,0,0
Simply Asia,"Thai, Asian",2.3,Poor,23,R,270,3,Kenilworth,Cape Town,-33.9891464375,18.4789556265,0,0,0
Dros,"South African, Grill, Seafood, Burger, Pizza",2.2,Poor,33,R,350,4,"Willowbridge Lifestyle Centre, Bellvile",Cape Town,-33.8684309581,18.6328909546,0,0,0
Tokyo,"Japanese, Sushi",2.3,Poor,16,R,220,3,Gardens,Cape Town,-33.9315000000,18.4073333333,0,0,0
Gourmet India,Indian,2.3,Poor,57,R,200,3,"Cavendish Square, Claremont",Cape Town,-33.9802800000,18.4632640000,0,0,0
Cubana,"Cuban, Mexican",2.4,Poor,110,R,270,3,Green Point,Cape Town,-33.9160609691,18.4182706475,0,0,0
The Beachcomber Bistro,"Cafe, Burger, Pizza",2.4,Poor,28,R,120,2,"Bayside on Fish Hoek Beach, Fish Hoek",Cape Town,-34.1410980000,18.4319360000,0,0,0
Ottawa Spur,"Grill, Steak, Burger",2.4,Poor,23,R,330,4,"Cavendish Square, Claremont",Cape Town,-33.9799710000,18.4630850000,0,0,0
Ciao Bella,Italian,2.4,Poor,14,R,250,3,Strand,Cape Town,-34.1169700000,18.8279900000,0,0,0
Cubana,"Cuban, Mexican",2.4,Poor,33,R,270,3,Table View,Cape Town,-33.8202810000,18.4777590000,0,0,0
Slaley Bistro,Contemporary,2.4,Poor,22,R,220,3,Stellenbosch,Cape Town,-33.8652531194,18.8476470485,0,0,0
Panarottis,"Pizza, Italian",2.4,Poor,18,R,280,3,"Tygervalley Shopping Centre, Bellvile",Cape Town,-33.8881988281,18.6339091882,0,0,0
Jakura Sushi Express,"Japanese, Sushi",2.4,Poor,27,R,150,2,"Blue Route Mall, Tokai",Cape Town,-34.0640370000,18.4543730000,0,0,0
Cappucinno,"Italian, Burger",2.4,Poor,24,R,220,3,Somerset West,Cape Town,-34.0827300000,18.8244100000,0,0,0
Pizza Time Centre,Pizza,2.4,Poor,30,R,220,3,"Gatesville Center, Rylands",Cape Town,-33.9683333333,18.5333333333,0,0,0
The Crypt Jazz Restaurant,European,2.4,Poor,18,R,300,4,CBD,Cape Town,-33.9248003091,18.4194974229,0,0,0
Boulders Beach Restaurant,"Continental, American, African",2.4,Poor,17,R,420,4,Simon's Town,Cape Town,-34.1984790000,18.4530980000,0,0,0
Tony's Roma,"Grill, Pizza",2.4,Poor,22,R,280,3,"Flamingo Square Centre, Table View",Cape Town,-33.8297980000,18.5069170000,0,0,0
Jackson Hall,Finger Food,2.5,Average,19,R,250,3,"Grandwest Casino, Goodwood",Cape Town,-33.9182962467,18.5484654084,0,0,0
Cincinnati Spur,"Grill, Steak, Burger",2.4,Poor,17,R,330,4,Pinelands,Cape Town,-33.9333712919,18.5102114081,0,0,0
Ocean Basket,"Seafood, Sushi",2.4,Poor,13,R,473,4,"Vangate Mall, Athlone",Cape Town,-33.9611150000,18.5395780000,0,0,0
Life Grand Cafe,"Mediterranean, European",2.5,Average,147,R,400,4,V & A Waterfront,Cape Town,-33.9060418429,18.4214755520,0,0,0
Simply Asia,"Thai, Asian",2.5,Average,47,R,270,3,"Cavendish Square, Claremont",Cape Town,-33.9799710000,18.4630850000,0,0,0
Curry & Craft,Indian,2.5,Average,28,R,0,1,Observatory,Cape Town,-33.9426294723,18.4689100146,0,0,0
Eaglevlei,African,2.4,Poor,53,R,350,4,Stellenbosch,Cape Town,-33.8258670000,18.8142380000,0,0,0
Zenith Sky Bar,"Mediterranean, Sushi, Burger",2.5,Average,43,R,350,4,Green Point,Cape Town,-33.9090460000,18.4120250000,0,0,0
Thai Cafe,Thai,2.5,Average,38,R,200,3,Rondebosch,Cape Town,-33.9595310000,18.4702720000,0,0,0
Buena Vista,"Mexican, Cuban",2.5,Average,43,R,300,4,"Eden On The Bay Centre, Blouberg",Cape Town,-33.7923440000,18.4576230000,0,0,0
Best Of Asia,"Japanese, Asian, Chinese, Sushi",2.5,Average,25,R,200,3,"Capegate Shopping Center, Brackenfell",Cape Town,-33.8527714066,18.6972223967,0,0,0
Active Sushi On Bree,Sushi,2.5,Average,21,R,200,3,Foreshore,Cape Town,-33.9172784987,18.4222004190,0,0,0
Asian Asia,"Chinese, Sushi, Asian",2.5,Average,29,R,300,4,Bellville,Cape Town,-33.8775490142,18.6300551891,0,0,0
Tashreeqas,Contemporary,2.5,Average,32,R,200,3,"Kromboom Garden Center, Crawford",Cape Town,-33.9739400260,18.5053519160,0,0,0
The Village Buffet,"Pizza, Indian, Sushi, Seafood",2.5,Average,18,R,380,4,CBD,Cape Town,-33.9230178481,18.4186565503,0,0,0
Nando's,"African, Portuguese",2.5,Average,24,R,180,2,Sea Point,Cape Town,-33.9487780000,18.4717000000,0,0,0
Ocean Basket,"Seafood, Sushi",2.5,Average,29,R,473,4,Plumstead,Cape Town,-34.0217140000,18.4671770000,0,0,0
Schoongezicht Restaurant,Continental,2.5,Average,25,R,350,4,Brackenfell,Cape Town,-33.8926940000,18.7130840000,0,0,0
Tokyo,"Sushi, Chinese",2.5,Average,20,R,150,2,Brackenfell,Cape Town,-33.8738050364,18.6844366416,0,0,0
Nando's,"African, Portuguese",2.5,Average,13,R,180,2,Brackenfell,Cape Town,-33.8804416465,18.6858642474,0,0,0
Mugg & Bean,Cafe,2.6,Average,13,R,350,4,"Waterstone Village, Somerset West",Cape Town,-34.0697780000,18.8226470000,0,0,0
Camel Rock Restaurant,Fast Food,2.5,Average,13,R,250,3,Scarborough,Cape Town,-34.1971190000,18.3751300000,0,0,0
Ocean Basket,"Seafood, Sushi",2.5,Average,12,R,473,4,Cape Town International Airport,Cape Town,-33.9699290000,18.5974970000,0,0,0
Little Creek Spur,"Grill, Steak, Burger",2.5,Average,16,R,330,4,Tokai,Cape Town,-34.0621666667,18.4586666667,0,0,0
Tikka Palace,"Indian, Pakistani",2.5,Average,11,R,200,3,Hermanus,Cape Town,-34.4191460000,19.2435160000,0,0,0
Red Hawk Spur,"Grill, Steak, Burger",2.5,Average,13,R,330,4,Plumstead,Cape Town,-34.0222580000,18.4673310000,0,0,0
Beijing Orchid,"Chinese, Sushi",2.5,Average,8,R,360,4,"Grandwest Casino, Goodwood",Cape Town,-33.9182909604,18.5484727845,0,0,0
Quay 4 Tavern,"Seafood, Burger, South African, Desserts, Grill, Fish and Chips, Steak",2.6,Average,284,R,300,4,V & A Waterfront,Cape Town,-33.9052170000,18.4192300000,0,0,0
Mugg & Bean,Cafe,2.6,Average,80,R,350,4,"Cavendish Square, Claremont",Cape Town,-33.9809450000,18.4627280000,0,0,0
Bella Bellota,"Steak, Seafood, American, Sushi",2.6,Average,66,R,320,4,Durbanville,Cape Town,-33.8294953289,18.6494589597,0,0,0
Blue Marlin Asian Cuisine,"Japanese, Chinese, Sushi",2.6,Average,92,R,200,3,Observatory,Cape Town,-33.9398333333,18.4690000000,0,0,0
Bossa Social Cafe and Bar,"Grill, Burger, Pizza",2.6,Average,100,R,320,4,Bellville,Cape Town,-33.8763005759,18.6292518675,0,0,0
Lemon Butta,"Seafood, Sushi, Steak",2.6,Average,78,R,350,4,"Willowbridge Lifestyle Centre, Bellvile",Cape Town,-33.8702819285,18.6316899955,0,0,0
Down South Foodbar,"Grill, Mexican, American",2.6,Average,99,R,250,3,Rondebosch,Cape Town,-33.9604920000,18.4700930000,0,0,0
Captain's Kitchen,"Seafood, Steak, Pizza, Burger",2.6,Average,55,R,280,3,"Eden On The Bay Centre, Blouberg",Cape Town,-33.7919560000,18.4571620000,0,0,0
John Dory's,"Seafood, Grill, Sushi",2.6,Average,61,R,330,4,"Canal Walk Mall, Century City",Cape Town,-33.8926666667,18.5105000000,0,0,0
Golden Fish,"Asian, Japanese",2.6,Average,48,R,260,3,"Horizon Bay, Table View",Cape Town,-33.8220430000,18.4776030000,0,0,0
De Kelder,"Grill, Italian",2.6,Average,51,R,270,3,"Plattekloof Center, Plattekloof",Cape Town,-33.8741450000,18.5784470000,0,0,0
Tai Ping,Chinese,2.6,Average,40,R,250,3,Newlands,Cape Town,-33.9713333333,18.4643333333,0,0,0
Mugg & Bean,Cafe,2.6,Average,25,R,350,4,"N1 City Mall, Goodwood",Cape Town,-33.8918756584,18.5599003360,0,0,0
Pakalolo,Mexican,2.6,Average,58,R,250,3,Table View,Cape Town,-33.8206670000,18.4761630000,0,0,0
Santa Ana Spur,"Grill, Steak, Burger",2.5,Average,32,R,330,4,"Victoria Wharf, V & A Waterfront",Cape Town,-33.9035220000,18.4204590000,0,0,0
PRIMI Piatti,Italian,2.6,Average,24,R,360,4,Blouberg,Cape Town,-33.7919600000,18.4576020000,0,0,0
Alhambra Restaurant,"Seafood, Burger, Durban, Grill, Cape Malay, Italian, Steak, Indian",2.6,Average,30,R,250,3,Crawford,Cape Town,-33.9868988423,18.4982457384,0,0,0
Simply Asia,"Thai, Asian",2.6,Average,25,R,270,3,CBD,Cape Town,-33.9209053874,18.4179192781,0,0,0
Mario's Italian Restaurant,"Italian, Continental, European, Ice Cream, Pizza",2.6,Average,26,R,385,4,Green Point,Cape Town,-33.9082247928,18.4104674309,0,0,0
Deez Mexican Bistro,Mexican,2.6,Average,23,R,310,4,Hout Bay,Cape Town,-34.0453210000,18.3590390000,0,0,0
John Dory's,"Seafood, Grill, Sushi",2.6,Average,19,R,330,4,"Somerset Mall, Somerset West",Cape Town,-34.0827300000,18.8244100000,0,0,0
Chinook Spur,"Grill, Steak, Burger",2.6,Average,24,R,330,4,"Plattekloof Village, Plattekloof",Cape Town,-33.8656666667,18.5718333333,0,0,0
Quarterdeck,"Mediterranean, European, Continental",2.6,Average,31,R,400,4,"Grandwest Casino, Goodwood",Cape Town,-33.9183034805,18.5485136881,0,0,0
San Miguel Spur,"Grill, Steak, Burger",2.6,Average,29,R,330,4,"Westcoast Village, Sunningdale",Cape Town,-33.8043967712,18.4856232628,0,0,0
Alba Easy Lounge,"Burger, Tapas, South African, Contemporary, Desserts, Finger Food, Grill",2.6,Average,18,R,250,3,Cape Town International Airport,Cape Town,-33.9701370000,18.5975150000,0,0,0
Quarterdeck Restaurant,"Cape Malay, Malaysian",2.7,Average,11,R,400,4,V & A Waterfront,Cape Town,-33.9061920000,18.4178010000,0,0,0
Nando's,"African, Portuguese",2.6,Average,22,R,180,2,"Canal Walk Mall, Century City",Cape Town,-33.8926666667,18.5106666667,0,0,0
PRIMI Piatti,Italian,2.6,Average,23,R,360,4,"Blue Route Mall, Tokai",Cape Town,-34.0640370000,18.4543730000,0,0,0
Wimpy,"Cafe, South African, Burger, Fast Food",2.6,Average,13,R,200,3,Cape Town International Airport,Cape Town,-33.9695750000,18.5972520000,0,0,0
Phuket Restaurant,"Thai, Seafood, Sushi",2.6,Average,20,R,270,3,"The Promenade, Camps Bay",Cape Town,-33.9529900000,18.3773830000,0,0,0
Jackson Hall,Finger Food,2.5,Average,19,R,250,3,"Grandwest Casino, Goodwood",Cape Town,-33.9182962467,18.5484654084,0,0,0
Trenchtown,"Burger, Pizza, Mexican, Finger Food",2.5,Average,108,R,250,3,Observatory,Cape Town,-33.9383333333,18.4685000000,0,0,0
Pakalolo,"Mexican, Burger, Finger Food, Grill",2.5,Average,40,R,280,3,Hout Bay,Cape Town,-34.0455000000,18.3608333333,0,0,0
Pakalolo,Mexican,2.6,Average,58,R,250,3,Table View,Cape Town,-33.8206670000,18.4761630000,0,0,0
Bob's Bar,Burger,2.6,Average,25,R,150,2,CBD,Cape Town,-33.9246300491,18.4165949374,0,0,0
The Honey Badger,Steak,2.6,Average,18,R,180,2,CBD,Cape Town,-33.9214993745,18.4188610688,0,0,0
Wild Clover Restaurant & Bar,"Indian, Healthy Food, Burger, Cape Malay, Grill, Pizza, German, French",2.6,Average,21,R,450,4,Stellenbosch,Cape Town,-33.8478880000,18.8009870000,0,0,0
The Scrumpy Jack,"Finger Food, Burger",2.6,Average,5,R,250,3,Observatory,Cape Town,-33.9385000000,18.4688333333,0,0,0
Pete's Post,Finger Food,2.6,Average,3,R,120,2,Plattekloof,Cape Town,-33.8790000000,18.5593333333,0,0,0
Tallas Tavern,"Burger, Grill, Pizza",2.7,Average,16,R,180,2,Gordons Bay,Cape Town,-34.1599800000,18.8689690000,0,0,0
The Tavern 'n Ale,Grill,2.7,Average,9,R,250,3,Diep River,Cape Town,-34.0385000000,18.4643333333,0,0,0
Hobnobs Wine Tavern,South African,2.7,Average,12,R,250,3,Kenilworth,Cape Town,-33.9945846213,18.4740116447,0,0,0
Pitch & Putter,"Grill, Finger Food",2.7,Average,10,R,235,3,Bellville,Cape Town,-33.8852200000,18.6298480000,0,0,0
Mambos Pub & Bistro,"Burger, Mediterranean",2.7,Average,6,R,200,3,Plumstead,Cape Town,-34.0220190000,18.4662510000,0,0,0
Two And Sixpence Tavern,Drinks Only,2.7,Average,8,R,120,2,Simon's Town,Cape Town,-34.1931666667,18.4310000000,0,0,0
Castle Bar,Steak,2.7,Average,2,R,180,2,CBD,Cape Town,-33.9316666667,18.4246666667,0,0,0
Bok Lounge,"Pizza, Finger Food",2.9,Average,9,R,200,3,Brackenfell,Cape Town,-33.8736154670,18.6888455227,0,0,0
The Flaming Fox,Finger Food,2.8,Average,13,R,300,4,"Parklands Center, Tableview",Cape Town,-33.8147317407,18.4949979186,0,0,0
Buckley's Pub & Pool Bar,Finger Food,2.8,Average,6,R,150,2,Bellville,Cape Town,-33.8821712780,18.6353589222,0,0,0
Banned Rock Lounge,Drinks Only,2.8,Average,10,R,150,2,Table View,Cape Town,-33.8199360000,18.4781670000,0,0,0
Big Barrel,Burger,2.9,Average,12,R,250,3,Durbanville,Cape Town,-33.8243230000,18.5543540000,0,0,0
Helga's Dros,"Grill, Pizza",2.9,Average,11,R,300,4,Somerset West,Cape Town,-34.0783850000,18.8179810000,0,0,0
The Crazy Horse ,European,2.9,Average,4,R,300,4,CBD,Cape Town,-33.9237775000,18.4153789062,0,0,0
Kimbo Pub,Contemporary,2.8,Average,5,R,250,3,CBD,Cape Town,-33.9289615580,18.4214735404,0,0,0
Pleasant Pheasant,"Steak, Grill, Burger, Seafood",2.8,Average,5,R,300,4,Riebeek Kasteel,Cape Town,-33.3566670000,18.8735450000,0,0,0
Stones,Drinks Only,2.9,Average,5,R,150,2,"Palm Grove Center, Durbanville",Cape Town,-33.8341129531,18.6478459463,0,0,0
Fat Cats,Drinks Only,2.9,Average,5,R,120,2,Strand,Cape Town,-34.1188260000,18.8279350000,0,0,0
Barts Tavern,Drinks Only,2.9,Average,4,R,100,2,Strand,Cape Town,-34.1188260000,18.8279350000,0,0,0
The Nameless Pub,Drinks Only,2.9,Average,4,R,120,2,Somerset West,Cape Town,-34.0857384367,18.8527918607,0,0,0
Camelot Restaurant,"South African, Pizza, Seafood, Steak",2.9,Average,4,R,285,3,Hermanus,Cape Town,-34.3574060000,18.8984250000,0,0,0
Alibama Sports Bar,Finger Food,2.9,Average,2,R,250,3,"Grandwest Casino, Goodwood",Cape Town,-33.9183541171,18.5484838486,0,0,0
Vadi's Sports Bar & Grill,Finger Food,2.9,Average,4,R,100,2,Diep River,Cape Town,-34.0300000000,18.4655000000,0,0,0
Tango Lounge,African,2.9,Average,4,R,150,2,CBD,Cape Town,-33.9217631201,18.4194541723,0,0,0
Winners Sports Pub,Drinks Only,2.9,Average,4,R,150,2,"Parklands Center, Tableview",Cape Town,-33.8147537470,18.4950596094,0,0,0
Long Street Cafe,"Finger Food, Burger, Grill, Mediterranean",3.0,Average,41,R,300,4,CBD,Cape Town,-33.9262046630,18.4151059762,0,0,0
Mixa's Schwarma,Mediterranean,3.0,Average,22,R,220,3,Gardens,Cape Town,-33.9316666667,18.4091666667,0,0,0
The Vic Bar ,"American, Italian",3.0,Average,4,R,0,1,Gardens,Cape Town,0.0000000000,0.0000000000,0,0,0
aMadoda Braai,African,3.0,Average,9,R,130,2,Woodstock,Cape Town,-33.9263505000,18.4519496000,0,0,0
Victorian Times Pub & Restaurant,American,3.0,Average,11,R,220,3,Fish Hoek,Cape Town,-34.1405410000,18.4296800000,0,0,0
The Whaling Station,"Greek, Mediterranean",3.0,Average,6,R,255,3,Hermanus,Cape Town,-34.3563500000,18.8994150000,0,0,0
Drummond Arms,"Pizza, Burger, Steak",3.0,Average,4,R,275,3,Hermanus,Cape Town,-34.3010140000,18.8188080000,0,0,0
Lighthouse on Loxton,"Grill, Burger",3.0,Average,4,R,150,2,Milnerton,Cape Town,-33.8828620000,18.4954920000,0,0,0
Van Hunks,"Steak, Burger",3.1,Average,137,R,350,4,Gardens,Cape Town,-33.9321666667,18.4086666667,0,0,0
Mexican On Long,Mexican,3.1,Average,104,R,360,4,CBD,Cape Town,-33.9246445157,18.4165818617,0,0,0
Home Bar and Restaurant,Grill,3.2,Average,25,R,150,2,"Harfield Village, Claremont",Cape Town,-33.9917450000,18.4740040000,0,0,0
Old Bridge Restaurant & Bar,"Burger, Finger Food, Grill, Pizza",3.1,Average,24,R,300,4,Somerset West,Cape Town,-34.0869910222,18.8556309789,0,0,0
The Slug & Lettuce,"Finger Food, Burger, Steak, Grill",3.1,Average,14,R,250,3,Paarl,Cape Town,-33.7520320000,18.9618040000,0,0,0
Springbok Pub,"Pizza, Grill, Burger",3.1,Average,13,R,195,2,Newlands,Cape Town,-33.9733598000,18.4676283000,0,0,0
Gecko Lounge,"Burger, Steak, Seafood, Mexican",3.1,Average,9,R,200,3,Wellington,Cape Town,-33.6355660000,18.9974880000,0,0,0
Saggy Stone Restaurant & Pub,"South African, Pizza",3.1,Average,10,R,350,4,Robertson,Cape Town,-33.6932190000,19.7182240000,0,0,0
Stellenbrau Brewery,South African,3.1,Average,5,R,180,2,Stellenbosch,Cape Town,-33.9300000000,18.8600000000,0,0,0
The Slug & Lettuce,"Grill, Burger, Pizza, Finger Food",3.2,Average,50,R,200,3,Observatory,Cape Town,-33.9340270000,18.4748330000,0,0,0
The Dubliner,"Irish, European",3.2,Average,79,R,300,4,CBD,Cape Town,-33.9259659690,18.4154811502,0,0,0
The Red Herring,"Seafood, Burger, Pizza",3.2,Average,50,R,250,3,Noordhoek,Cape Town,-34.0982780000,18.3630590000,0,0,0
Bossa Nova,"Steak, Italian",3.2,Average,65,R,280,3,Durbanville,Cape Town,-33.8292867223,18.6492708698,0,0,0
Elephant & Barrel Village Pub,"European, Finger Food",3.2,Average,27,R,240,3,Franschhoek,Cape Town,-33.9101992777,19.1186799109,0,0,0
The Shack,"Finger Food, Pizza",3.2,Average,35,R,250,3,Zonnebloem,Cape Town,-33.9319490000,18.4257720000,0,0,0
Wagon Trail,"Grill, Burger, Pizza, South African",3.2,Average,16,R,280,3,Anura ,Cape Town,-33.8119810000,18.8885430000,0,0,0
Skelligs Pub - Erinvale Estate Hotel,"American, Mediterranean, Burger, Finger Food",3.2,Average,4,R,400,4,"Erinvale Estate Hotel & Spa, Somerset West",Cape Town,-34.0757700000,18.8818440000,0,0,0
De Akker,"Burger, Fish and Chips, Steak",3.1,Average,21,R,200,3,Stellenbosch,Cape Town,-33.9394884041,18.8561828434,0,0,0
Guzzlers,"Seafood, Drinks Only, Mediterranean, Burger, Beverages, Finger Food, Portuguese, Steak",3.2,Average,10,R,200,3,Table View,Cape Town,-33.8324940000,18.5152290000,0,0,0
Obviouzly Armchair,Finger Food,3.2,Average,17,R,200,3,Observatory,Cape Town,-33.9385000000,18.4688333333,0,0,0
Melts Tavern,"Grill, Burger",3.2,Average,18,R,250,3,Gordons Bay,Cape Town,-34.1547120000,18.8681350000,0,0,0
Fergies Pub & Restaurant,"Healthy Food, European, Burger, Beverages, Desserts, British, Grill, Fish and Chips",3.2,Average,11,R,220,3,Table View,Cape Town,-33.8202080000,18.4787710000,0,0,0
The Gecko Bar,Grill,3.2,Average,10,R,200,3,Hermanus,Cape Town,-34.4348400000,19.2251510000,0,0,0
The Mash Tun,"Burger, Beverages, African, Fast Food, Finger Food, Grill, Healthy Food, Seafood",3.3,Average,68,R,150,2,Woodstock,Cape Town,-33.9300364000,18.4431252000,0,0,0
The Slug & Lettuce,"Burger, Grill, Steak, Finger Food",3.3,Average,75,R,280,3,Century City,Cape Town,-33.8935060000,18.5056530000,0,0,0
JC Brasserie & Pub,"Continental, Burger, Tapas, Finger Food",3.3,Average,68,R,250,3,Zonnebloem,Cape Town,-33.9316060000,18.4272850000,0,0,0
The Brazen Head,"Irish, Finger Food",3.3,Average,40,R,300,4,"Seaside Village, Blouberg",Cape Town,-33.7885540000,18.4573850000,0,0,0
The Great Wizoo,Contemporary,3.3,Average,38,R,200,3,Rondebosch,Cape Town,-33.9578830000,18.4760870000,0,0,0
The Sneaky Sausage,German,3.3,Average,12,R,160,2,CBD,Cape Town,-33.9212167095,18.4187956899,0,0,0
Woodcutters Arms,British,3.3,Average,17,R,260,3,Hout Bay,Cape Town,-34.0344980000,18.3564640000,0,0,0
The Royal Oak Pub,"European, Burger",3.3,Average,16,R,150,2,Table View,Cape Town,-33.8188750000,18.4770910000,0,0,0
Doodles Beachfront,"Grill, Seafood",3.4,Average,193,R,300,4,Blouberg,Cape Town,-33.8095690000,18.4690660000,0,0,0
"SGT. PEPPER - Eatery, Bar, Events","Finger Food, Burger, Pizza, Beverages, Healthy Food",3.4,Average,134,R,320,4,CBD,Cape Town,-33.9253241625,18.4159320965,0,0,0
Tapas,"Seafood, Mediterranean, Grill",3.4,Average,40,R,250,3,Hermanus,Cape Town,-34.4198830000,19.2433790000,0,0,0
Bohemia,"Pizza, Grill, Beverages",3.4,Average,63,R,200,3,Stellenbosch,Cape Town,-33.9346070000,18.8607850000,0,0,0
The Bay Sports Bar And Restaurant,"South African, Grill, Steak, Bar Food, Beverages, Burger, Pizza, Pub Food",3.4,Average,27,R,260,3,Constantia,Cape Town,-34.0190258798,18.4478705004,0,0,0
Rascals,"South African, Italian",3.4,Average,40,R,250,3,Kenilworth,Cape Town,-33.9887616957,18.4789861366,0,0,0
Roxy's,"American, Burger, Finger Food",3.4,Average,30,R,200,3,"Dunkley Square, Gardens",Cape Town,-33.9315000000,18.4171666667,0,0,0
The Happy Oak,"Grill, Burger, Finger Food",3.4,Average,34,R,350,4,Stellenbosch,Cape Town,-33.9348090000,18.8607940000,0,0,0
The Slug & Lettuce,"Grill, Burger, Pizza, Finger Food",3.4,Average,24,R,220,3,CBD,Cape Town,-33.9259523372,18.4153762087,0,0,0
The Slug & Lettuce,"Finger Food, Burger, Steak, Grill",3.5,Good,103,R,250,3,Durbanville,Cape Town,-33.8330412855,18.6463486031,0,0,0
The Toad in the Village,"Burger, Steak, Pizza",3.5,Good,39,R,280,3,Noordhoek,Cape Town,-34.0970430000,18.3767680000,0,0,0
Barristers,"Seafood, Grill, Steak",3.6,Good,229,R,320,4,Newlands,Cape Town,-33.9760000000,18.4593333333,0,0,0
Mitchell's Scottish Ale House,"Mediterranean, Pizza, Finger Food",3.6,Good,157,R,300,4,V & A Waterfront,Cape Town,-33.9051666667,18.4195000000,0,0,0
The Slug & Lettuce,"Burger, Grill, Steak, Finger Food",3.6,Good,121,R,280,3,"Ashley Cooper House, Newlands",Cape Town,-33.9716666667,18.4650000000,0,0,0
